watch_name,type_gender,brand,watch_color,watch_size,length_of_band,price
Cartier Ballon Bleu Gold Watch (Medium),F,Cartier,black,17.0,33.0,9150.0
IWC Portupino Moonphase Diamond Watch (IW459007),M,IWC,green,16.0,36.0,5950.0
Cartier Ballon Bleu Steel Diamond Watch (Small),F,Cartier,steel,16.0,28.0,5200.0
Tudor Black Bay S&G Combi Watch (79583),F,TUDOR,yellow combination,13.0,32.0,3200.0
Breitling Navitimer Chrono Watch (A13324),M,BREITLING,black,23.0,41.0,4950.0
Rolex Yachtmaster 2 Steel Watch (116680),M,Rolex,steel,19.0,44.0,23300.0
Rolex Yachtmaster Combi Watch (126621),M,Rolex,pink combination,19.0,40.0,22000.0
IWC Portugieser 7DAYS Steel Watch,M,IWC,black,19.0,42.0,6900.0
Fendi Steel Watch (3800L),F,Fendi,steel,15.0,24.0,250.0
Ferragamo Gancini steel watch,F,Ferragamo,steel,18.0,22.0,250.0
Chanel Premier Diamond Steel Watch (H3254),F,Chanel,steel,14.0,24.0,6400.0
Panerai Luminor Marina Steel Watch (PAM01312),M,PANERAI,black,19.0,44.0,6700.0
Rolex Datejust 10P Diamond Steel Watch (16234),M,Rolex,steel,16.0,36.0,11000.0
Rolex Oyster Perpetual Steel Watch (114300),M,Rolex,steel,16.0,39.0,8500.0
Gucci Steel Watch (126.5),F,Gucci,steel,16.0,27.0,300.0
Rolex Seedweller Steel Watch (126600),M,Rolex,steel,16.0,43.0,16500.0
Tudor Black Bay Combi Watch (79683),M,TUDOR,other,18.0,41.0,4500.0
Cartier Solo Tank Gold Watch (Small),F,Cartier,brown,13.0,24.0,6500.0
Hermes H Hour Diamond Steel Watch (HH4.221),F,Hermes,black,15.0,25.5,8000.0
Rolex Submariner Gold Watch (126618LN),M,Rolex,yellow gold,19.0,41.0,65000.0
Rolex Datejust Steel Watch (279174),F,Rolex,steel,14.0,28.0,9200.0
Panerai Luminor Lunarossa Watch (PAM01342),M,PANERAI,grey,15.0,44.0,5000.0
Rolex Datejust Steel Watch (126334),M,Rolex,steel,16.0,41.0,18000.0
Cartier Must Tank Watch (Small),F,Cartier,black,12.0,22.0,3500.0
Piaget Polo Diamond Steel Watch (G0A46018),F,Piaget,navy,17.0,36.0,13000.0
Cartier Solo Tank Gold Watch (Small),F,Cartier,brown,14.0,24.0,5500.0
Cartier Panther Steel Watch (Small),F,Cartier,steel,15.0,22.0,2500.0
Oris Ackers Steel Watch,M,Oris,steel,17.0,43.0,950.0
Rolex Oyster Perpetual Steel Watch (76080),F,Rolex,steel,14.0,25.0,3500.0
Cartier Solo Tank Gold Watch (Small),F,Cartier,brown,13.0,24.0,6200.0
Rolex Gold Diamond Watch (69068),F,Rolex,yellow gold,16.0,26.0,14500.0
Cartier Tank Combi Watch (Large),M,Cartier,other,17.0,28.0,3300.0
Cartier Santos Steel Watch (Large),M,Cartier,steel,18.0,37.0,7000.0
Ferragamo Vega gold-plated combination watch,F,Ferragamo,other,16.0,32.0,300.0
Hublot Classic Fusion Aero Fusion Olinski Chrono Watches,M,HUBLOT,black,18.0,45.0,15000.0
Bulgari Serpenti Gold Diamond Watch (SPP27WPGDL),F,Bvlgari,other,14.0,24.0,9000.0
Chanel J12 diamond watch,F,Chanel,black,13.0,28.0,7000.0
Cartier Ballon Bleu Steel Diamond Watch (Small),F,Cartier,steel,14.0,28.0,6600.0
Cartier Ballon Bleu Gold Diamond Watch (Small),F,Cartier,other,13.0,28.0,16500.0
Rolex Combi Watch (179173),F,Rolex,yellow combination,15.0,26.0,10000.0
Rolex Steel Watch (126334),M,Rolex,steel,18.0,41.0,20000.0
Rolex Combi Diamond Watch (69173),F,Rolex,yellow combination,15.0,26.0,6500.0
Rolex Steel Watch (126200),M,Rolex,steel,17.0,36.0,10000.0
Rolex Steel Watch (116200),M,Rolex,steel,17.0,36.0,8000.0
Tag Heuer Carrera Chrono Steel Watch (CBN2A1A),M,Tagheuer,steel,17.0,44.0,4200.0
Hermes Rally Gold Plated Combi Watch (RA1.220),F,Hermes,other,15.0,22.5,650.0
Rolex Datejust Combination Watch (16013),M,Rolex,yellow combination,17.0,36.0,5900.0
Omega Seamaster Steel Watch,F,OMEGA,steel,14.0,28.0,750.0
Hamilton Jazzmaster Gold Plated Watch,M,,brown,20.0,41.0,400.0
Louis Vuitton Tambour Steel Watch (Q1211),F,Louis Vuitton,brown,15.0,28.0,1550.0
Cartier Ballon Bleu Steel Watch (W69012Z4),M,Cartier,steel,16.0,42.0,5100.0
Bulgari B.zero1 Steel Watch (BZ22S),F,Bvlgari,other,15.0,22.0,650.0
Ferragamo Gancini gold-plated watch,F,Ferragamo,other,14.0,22.0,250.0
Omega Seamaster Aqua Terra Diamond Steel Watch,F,OMEGA,steel,13.0,28.0,1750.0
TAG Heuer Carrera Chrono Steel Watch (CAR201W),M,Tagheuer,steel,19.0,43.0,3100.0
Bulgari BB Steel Watch (BB38SSAUTO),M,Bvlgari,steel,15.0,38.0,1850.0
Hamilton Jazzmaster Seaview Steel Watch,M,,black,19.0,42.0,400.0
Breitling Avenger GMT Steel Watch (A32395),M,BREITLING,steel,17.0,45.0,3150.0
Omega Seamaster Aqua Terra Steel Watch,M,OMEGA,steel,16.0,39.0,2200.0
Chanel Lahonde Steel Watch,F,Chanel,other,17.0,29.0,750.0
Hamilton Jazzmaster Steel Watch (H32705141),M,,steel,16.0,42.0,650.0
Omega Constellation Dia Steel Watch,F,OMEGA,steel,15.0,22.0,1650.0
Bulgari B.zero1 Steel Watch (BZ22S),F,Bvlgari,white,15.0,22.0,650.0
Tag Heuer Carrera Chrono Steel Watch (CAR2110-0),M,Tagheuer,steel,17.0,41.0,1950.0
Omega Seamaster Steel Watch,M,OMEGA,steel,17.0,36.0,1150.0
Hamilton Khaki Field Watches,M,,other,21.0,38.0,400.0
Hamilton Jazzmaster Steel Watch,M,,steel,17.0,36.0,600.0
Oris Sixty Five Steel Watch,M,Oris,steel,17.0,40.0,1250.0
Cartier Santos Steel Watch (Small),F,Cartier,steel,15.0,23.0,2750.0
Cartier Panther Diamond Gold Watch,F,Cartier,other,15.0,26.0,10700.0
Montblanc Star 4810 Steel Watch (114853),M,MontBlanc,black,18.0,40.0,1650.0
Gucci Steel Watch (7800S),F,Gucci,black,14.0,25.5,310.0
Rolex Steel Watch (68274),F,Rolex,steel,18.0,31.0,7000.0
Rolex Combi Watch (279173),F,Rolex,other,14.0,28.0,14000.0
IWC Portuguese Perpetual Calendar Gold Watch,M,IWC,brown,15.0,42.0,22000.0
Omega Constellation Combi Watch (131.23.00),Both,OMEGA,yellow combination,18.0,33.0,1600.0
Rolex GMT Master 2 Steel Watch (126710BLRO),M,Rolex,steel,17.0,40.0,29000.0
Omega Speedmaster Steel Chrono Watches,M,OMEGA,steel,18.0,39.0,1800.0
Rolex Datejust Combination Watch (116231),M,Rolex,pink combination,15.0,36.0,12900.0
Cartier Santos Combi Watch (W2SA0006),M,Cartier,yellow combination,16.0,43.0,9900.0
Cartier Tank Must Dia Steel Watch (W4TA0016),F,Cartier,black,16.0,26.0,6500.0
Breguet Classic Gold Watch (5140),M,Breguet,navy,17.0,41.0,12500.0
Hermes Kelly 2 Two Strap Watch (KT1.210),F,Hermes,black,13.0,28.0,800.0
Breitling Navitimer Steel Chrono Watch (AB0137),M,BREITLING,steel,19.0,46.0,8500.0
Rolex Daytona Combi Watch (116523),M,Rolex,other,18.0,40.0,24000.0
Ferragamo Minuet Gold Plated Watch (FQ4230015),F,Ferragamo,black,16.0,37.0,300.0
Rolex Skydweller Steel Watch (326934),M,Rolex,steel,18.0,42.0,26500.0
Rolex Combi Diamond Watch (279381RBR),F,Rolex,other,15.0,28.0,25800.0
Hermes H Hour Steel Watch (HH1.230),F,Hermes,other,15.0,25.5,3300.0
Omega Constellation Steel Watch,Both,OMEGA,steel,18.0,34.0,800.0
Chanel Boyfriend Watch,F,Chanel,black,13.0,30.5,3600.0
Cartier Roadstar Steel Chrono Watch,M,Cartier,steel,17.0,38.0,4200.0
Chanel J12 diamond watch,F,Chanel,white,15.0,34.0,4300.0
Cartier Ballon Bleu Diamond Steel Watch (W4BB0015),F,Cartier,grey,16.0,28.0,9000.0
Rolex Combi Watch (278271),F,Rolex,other,16.0,31.0,16000.0
Ferragamo Steel Watch (SFFX00119),M,Ferragamo,navy,17.0,41.0,700.0
Breguet Reine de Naples Diamond Gold Watch (8928BR),F,Breguet,black,16.0,32.5,39000.0
Tag Heuer Aquaracer Steel Watch (WBD1412),F,Tagheuer,steel,18.0,28.0,1100.0
Hermes H Hour Diamond Gold Watch (HH1.273),F,Hermes,other,15.0,25.5,8000.0
Rolex Datejust 10P Diamond Gold Watch (69178),F,Rolex,yellow gold,15.0,26.0,10000.0
Jaeger Lecoultre Reverso Duo Face Steel Watch (Q3988482),M,Jaeger leCoultre,navy,18.0,37.5,9000.0
Tag Heuer Carrera Chrono Steel Watch (CV2A1AB),M,Tagheuer,steel,17.0,44.0,2700.0
Cartier Ballon Bleu Steel Watch (W69018Z4),F,Cartier,black,18.0,28.0,3800.0
Gucci Steel Watch (147.5),F,Gucci,other,17.0,19.5,360.0
Cartier 21st Century Chrono Steel Watch,M,Cartier,black,18.0,38.0,1060.0
Gucci Combi Watch (126.5),F,Gucci,steel,15.0,27.0,450.0
Rolex Datejust Turn-O-Graf Combination Watch (116261),M,Rolex,pink combination,19.0,36.0,11300.0
Chanel Boyfriend Gold Diamond Watch,F,Chanel,black,17.0,30.0,16000.0
Rolex Datejust Diamond Combi Watch (279383),F,Rolex,yellow combination,15.0,28.0,19700.0
IWC Aquatimer Chrono Watch (IW376704),M,IWC,navy,19.0,45.0,4600.0
IWC Pilot Chrono Watch (IW371701),M,IWC,black,17.0,42.0,4600.0
Franck Muller Long Island Gold Diamond Watch,M,Franck Muller,black,17.0,36.5,8800.0
Cartier Ballon Bleu Steel Watch (Medium),Both,Cartier,steel,14.0,36.0,4500.0
Cartier Caliber Watch,M,Cartier,black,17.0,43.0,4550.0
Hermes Cape Cod Diamond Watch (CC1.232),F,Hermes,dark blue,14.0,23.0,5500.0
Rolex Steel Diamond Watch (69160),F,Rolex,steel,13.0,26.0,5200.0
Rolex Submariner Steel Watch (14060M),M,Rolex,steel,19.0,40.0,11500.0
IWC Ingenieur Steel Watch (IW323906),M,IWC,steel,18.0,39.0,6800.0
Franck Muller Sunset Gold Watch,M,Franck Muller,brown,16.0,36.0,9600.0
Breitling Chronomat B01 Watch (AB0110),M,BREITLING,navy,20.0,43.0,4000.0
Cartier Benoit Alllonger Gold Diamond Watch,F,Cartier,grey,15.0,34.0,20000.0
Cartier Demoiselle Gold Diamond Watch,F,Cartier,other,14.0,17.0,12500.0
Cartier Ballon Bleu Combi Watch (Medium),F,Cartier,yellow combination,18.0,33.0,9300.0
TAG Heuer Carrera Steel Watch (WAS2110),M,Tagheuer,steel,18.0,38.0,1000.0
ferragamo watch,F,Ferragamo,other,14.0,22.0,265.0
Rolex Submariner Combi Watch (116613LN),M,Rolex,yellow combination,17.0,40.0,20000.0
Rolex Datejust Steel Watch (16014),M,Rolex,steel,17.0,36.0,4500.0
Breitling Navitimer Watch (A17314),M,BREITLING,brown,15.0,41.0,3500.0
Breitling Colt Steel Watch (A77387),F,BREITLING,steel,14.0,32.0,1450.0
Rolex Datejust Combination Watch (179171),F,Rolex,pink combination,14.0,26.0,10500.0
Hermes H Hour Diamond Steel Watch (HH1.510),Both,Hermes,other,17.0,30.5,2400.0
Breitling Navitimer Chrono Combi Watch (UB0121),M,BREITLING,steel,18.0,43.0,8500.0
Cartier Tank Steel Watch (Small),F,Cartier,steel,14.0,20.0,2500.0
Hermes Nantucket Steel Watch (NA2.110),F,Hermes,steel,15.0,25.0,2500.0
Hamilton Khaki GMT Steel Watch,M,,steel,18.0,42.0,500.0
Cartier Solo Tank Watch (Small),F,Cartier,black,14.0,24.0,3000.0
Breguet Marine Gold Watch,Both,,black,13.0,35.0,10000.0
Cartier Solo Tank Gold Watch (W5200024),F,Cartier,brown,17.0,27.5,5900.0
Rolex Daytona Gold Diamond Watch (116505),M,Rolex,other,17.0,40.0,65000.0
Bulgari BB Steel Watch (BB26SS),F,Bvlgari,steel,14.0,26.0,1500.0
Hamilton Khaki Field Mechanical Steel Watch,M,,other,19.0,38.0,350.0
Cartier Panther Gold Watch (WGPN0006),F,Cartier,other,16.0,26.0,24500.0
Gucci Steel Diamond Watch (142.4),Both,Gucci,steel,17.0,36.0,450.0
Rolex Datejust Combination Watch (116233),M,Rolex,yellow combination,17.0,36.0,12000.0
Cartier Tank MC Steel Watch (W5330003),M,Cartier,black,19.0,39.0,5200.0
Chronoswiss Delphis Watch (CH1423),M,CHRONOSWISS,black,15.0,38.0,4000.0
Tag Heuer Aquaracer Steel Watch (WAY2012),M,Tagheuer,steel,18.0,44.0,1400.0
Rolex Combi Diamond Watch (278271),F,Rolex,other,15.0,31.0,20000.0
ferragamo chrono watch,M,Ferragamo,black,18.0,44.0,450.0
Omega Speedmaster Chrono Combi Watch (331.20.42),M,OMEGA,pink combination,19.0,42.0,8900.0
Rolex Datejust Steel Watch (79174),F,Rolex,steel,15.0,26.0,4650.0
Cartier Tank Francaise Steel Watch,F,Cartier,steel,15.0,22.5,2000.0
Cartier Solo Tank Steel Watch,F,Cartier,brown,16.0,27.5,3040.0
Rolex GMT Master 2 Steel Watch (126710BLRO),M,Rolex,steel,18.0,40.0,28000.0
Rolex Daytona Chrono Steel Watch (116500LN),M,Rolex,steel,17.0,40.0,39000.0
Rolex Steel Watch (77080),F,Rolex,steel,16.0,31.0,3800.0
Rolex Seedweller Deepsea Steel Watch (116660),M,Rolex,steel,19.0,44.0,13500.0
Rolex Gold Diamond Watch (69158),F,Rolex,other,13.0,26.0,17500.0
Rolex Submariner Steel Watch (16610LN),M,Rolex,steel,18.0,40.0,10600.0
Rolex Gold Watch (1601),M,Rolex,brown,18.0,36.0,4400.0
Rolex Day-Date Gold Watch (228239),M,Rolex,other,17.0,40.0,71500.0
Hermes H Hour Gold Plated Watch (HH1.201e),F,Hermes,white,15.0,25.5,2200.0
IWC Mark 18 Little Prince Edition Steel Watch (IW327016),M,IWC,steel,17.0,40.0,4400.0
Rolex Datejust Combination Watch (279173),F,Rolex,yellow combination,15.0,28.0,12200.0
Rolex Datejust Combination Watch (116333),M,Rolex,yellow combination,16.0,41.0,13900.0
Rolex GMT Master 2 Steel Watch (116710LN),M,Rolex,steel,19.0,40.0,16300.0
Rolex Datejust Gold Watch (279175),F,Rolex,other,15.0,28.0,29000.0
Cartier Benoit Diamond Gold Watch,F,Cartier,other,15.0,13.0,27000.0
Harry Winston Premier Chrono Diamond Gold Watch (200UCQ32W),F,HarryWinston,other,15.0,32.0,21500.0
Van Kleep & Arpels Charm Diamond Gold Watch,F,Van Cleef & Arpels,white,16.0,25.0,12900.0
Omega Speedmaster Apollo 11 Chrono Titanium Combination Watch (311.62.42),M,OMEGA,other,18.0,40.0,11700.0
Rolex Day-Date Gold Watch (228238),M,Rolex,yellow gold,18.0,40.0,57300.0
Franck Muller Coeur Diamond Gold Watch,F,Franck Muller,other,15.0,2.0,7100.0
Rolex Diamond Combi Watch (126231),Both,Rolex,pink combination,18.0,3.0,18100.0
Cartier Panther Steel Watch,F,Cartier,steel,15.0,26.0,4400.0
Rolex Datejust 10P Diamond Combi Watch (126233),M,Rolex,yellow combination,17.0,36.0,16800.0
Cartier Solo Tank Steel Watch (W5200013),F,Cartier,steel,15.0,27.5,2800.0
Cartier Tank Must Steel Watch (WSTA0042),F,Cartier,black,16.0,26.0,3500.0
Cartier Ballon Bleu Steel Watch (W69012Z4),M,Cartier,steel,17.0,42.0,5000.0
Harry Winston Diamond Gold Watch (710/LQWW03),F,HarryWinston,other,14.0,22.0,46800.0
Omega Constellation combination watch,M,OMEGA,pink combination,16.0,36.0,4000.0
Cartier Tank Francaise Steel Watch,F,Cartier,steel,12.0,27.5,2200.0
Rolex Datejust Diamond Combi Watch (279171),F,Rolex,pink combination,14.0,28.0,18800.0
Cartier Solotank Steel Watch,F,Cartier,other,17.0,27.5,2500.0
Bulgari Asioma Steel Watch (AA39S),Both,Bvlgari,black,17.0,34.5,1100.0
Montblanc Star Steel Watch (7102),M,MontBlanc,black,19.0,42.0,1250.0
Chanel J12 Ceramic Watch (H0968),F,Chanel,white,14.0,34.0,4100.0
Longines DolceVita Steel Watch (L5.155.4),F,LONGINES,steel,14.0,25.0,550.0
Cartier Driven Moonphase Steel Watch (WSNM0008),M,Cartier,black,20.0,41.0,6300.0
Hamilton Jazzmaster Steel Watch (H32565735),M,,black,19.0,41.0,550.0
Hermes Rondo Steel Watch (HR1.210),F,Hermes,black,16.0,25.0,800.0
Omega Seamaster Aqua Terra Steel Watch (257.73.00),F,OMEGA,steel,14.0,29.0,1300.0
Omega Seamaster Steel Watch,F,OMEGA,steel,14.0,26.0,800.0
Hamilton Jazzmaster Steel Watch (H327050),M,,steel,18.0,42.0,470.0
Rolex Datejust 10P Diamond Combi Watch (69173),F,Rolex,yellow combination,15.0,26.0,6200.0
Hermes Clipper Steel Watch (CO1.510),F,Hermes,navy,16.0,32.0,700.0
Cartier Ballon Bleu Steel Watch,M,Cartier,steel,18.0,42.0,4200.0
Hermes H Hour Steel Watch (HH1.110),F,Hermes,other,15.0,20.5,2100.0
Cartier Ballon Bleu Steel Watch (W69012Z4),M,Cartier,steel,15.0,42.0,4650.0
IWC Portugieser Chrono Steel Watch (IW371601),M,IWC,black,18.0,41.0,7300.0
Breitling Top Time Triumph Chrono Steel Watch (A23311),M,BREITLING,black,20.0,41.0,6200.0
Cartier Ballon Bleu Combination Watch,F,Cartier,yellow combination,13.0,28.0,4550.0
Fendi Steel Watch (25000L),F,Fendi,steel,15.0,26.0,350.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,other,16.0,25.5,2100.0
Hermes Clipper Steel Watch (CL4.210),F,Hermes,steel,17.0,24.0,600.0
Hermes Clipper Gold Plated Combi Watch,F,Hermes,other,13.0,24.0,600.0
Hermes H Hour Two Strap Steel Watch (HH1.210),F,Hermes,other,15.0,25.5,1400.0
Omega Seamaster Aqua Terra Steel Watch (231.10.42),M,OMEGA,steel,16.0,41.0,3900.0
Hermes Clipper Steel Watch (CL4.210),F,Hermes,steel,15.0,24.0,600.0
IWC Portugieser 7 Days Steel Watch (IW500114),M,IWC,brown,18.0,42.0,7800.0
Omega Seamaster Diver 300M Steel Watch (210.30.42),M,OMEGA,steel,15.0,42.0,4500.0
Tag Heuer Aquaracer Steel Watch (WAY2112),M,Tagheuer,steel,17.0,41.0,1350.0
Omega Constellation Steel Watch,F,OMEGA,steel,16.0,25.0,800.0
Tiffany Tesoro Diamond Combi Watch,F,Tiffany,yellow combination,15.0,25.0,1350.0
Breitling Transocean Steel Watch (A45310),M,BREITLING,steel,17.0,43.0,3150.0
Cartier Ballon Bleu Gold Watch (W6920096),F,Cartier,other,13.0,33.0,24000.0
Louis Vuitton Tambour Steel Watch (Q1211),F,Louis Vuitton,brown,16.0,28.0,1650.0
Chanel J12 Ceramic Watch (H0680),F,Chanel,black,14.0,34.0,3700.0
Bulgari B.zero1 Diamond Steel Watch (BZ22S),F,Bvlgari,other,15.0,22.0,1200.0
Omega Seamaster Aqua Terra Steel Watch,M,OMEGA,steel,18.0,39.0,1850.0
Chanel J12 Ceramic Watch,F,Chanel,black,13.0,34.0,3150.0
Cartier Ballon Bleu Steel Watch (Large),M,Cartier,steel,18.0,42.0,4850.0
Cartier Ballon Bleu Steel Diamond Watch (Small),F,Cartier,steel,15.0,28.0,4850.0
Rolex Combi Diamond Watch (116233),M,Rolex,yellow combination,16.0,36.0,11700.0
Chanel Mademoiselle Gold Pearl Band Watch,F,Chanel,other,14.0,23.0,11400.0
Cartier Solo Tank Steel Watch (Medium),Both,Cartier,steel,17.0,27.0,3000.0
Cartier Pasha Steel Watch,F,Cartier,steel,15.0,27.0,1300.0
Rolex Datejust Combination Watch (116233),M,Rolex,other,17.0,36.0,11000.0
Rolex Steel Watch (115200),M,Rolex,steel,17.0,34.0,6000.0
Rolex Datejust Steel Watch (126234),M,Rolex,steel,16.0,36.0,13600.0
Rolex Daytona Chrono Combi Watch (116523),M,Rolex,yellow combination,17.0,40.0,25000.0
Rolex Steel Diamond Watch (79174),F,Rolex,steel,17.0,26.0,6000.0
Ferragamo Steel Watch (SFDE00118),M,Ferragamo,other,18.0,40.0,400.0
Cartier Pasha Diamond Gold Watch,F,Cartier,other,16.0,32.0,7200.0
Van Kleep & Arpels Sweet Alhambra Diamond Gold Watch (ARO8SG00),F,Van Cleef & Arpels,other,15.0,23.0,25000.0
Oris Ackers Steel Watch,M,Oris,steel,18.0,43.0,1000.0
Rolex Datejust Steel Watch (179174),F,Rolex,steel,14.0,26.0,7200.0
Rolex Submariner Steel Watch (16610LV),M,Rolex,steel,16.0,40.0,21500.0
Cartier Panther Steel Watch (WSPN0006),F,Cartier,steel,14.0,26.0,5200.0
Cartier Ballon Bleu Steel Diamond Watch (Medium),F,Cartier,steel,16.0,33.0,9500.0
Cartier Ballon Bleu Watch (Medium),F,Cartier,black,14.0,33.0,4700.0
IWC Portofino Gold Watch (IW356511),M,IWC,brown,19.0,40.0,8000.0
Jaeger LeCoultre Reverso Tribute Moonphase Daynight Watch,M,Jaeger leCoultre,other,14.0,36.0,12000.0
Cartier Pasha Steel Watch,M,Cartier,steel,13.0,35.0,1800.0
Ferragamo Gold Plated Watch (SFNE003),F,Ferragamo,other,16.0,30.0,200.0
Hermes H Hour Diamond Steel Watch (HH1.235),F,Hermes,black,15.0,25.5,3700.0
IWC Pilot Mark XX Steel Watch (IW328205),M,IWC,brown,19.0,40.0,5400.0
Cartier Ballon Bleu Steel Watch (Medium),F,Cartier,steel,15.0,33.0,5800.0
Cartier Tank Francaise Steel Watch,F,Cartier,steel,14.0,22.5,2250.0
Hermes H Hour Diamond Steel Watch (HH1.235),F,Hermes,other,16.0,25.5,4250.0
Piaget Limelight Gold Diamond Watch,F,Piaget,black,15.0,29.0,39200.0
Gucci Steel Watch (5500XL),M,Gucci,steel,15.0,38.0,165.0
Bvlgari Rectanglo Chrono Steel Watch (RTC49S),M,Bvlgari,other,17.0,34.0,850.0
Gucci Steel Watch (5500),Both,Gucci,steel,18.0,35.0,205.0
Rolex Datejust 10P Diamond Combi Watch (279173),F,Rolex,yellow combination,13.0,28.0,16500.0
Cartier Must Tank Steel Watch Large (WSTA0041),Both,Cartier,black,19.0,29.5,4500.0
Rolex Diamond Steel Watch (126284),M,Rolex,steel,16.0,36.0,18880.0
Piaget Limelight Diamond Gold Watch,F,Piaget,black,15.0,29.0,43000.0
Bvlgari Lucea Diamond Steel Watch (LU33S),F,Bvlgari,steel,15.0,33.0,4400.0
Bulgari BB Combi Watch (BB26SG),F,Bvlgari,yellow combination,14.0,26.0,1500.0
Rolex Submariner Combi Watch (116613LB),M,Rolex,yellow combination,17.0,40.0,19500.0
Rolex Datejust 10P Diamond Combi Watch (279173),F,Rolex,yellow combination,15.0,28.0,15590.0
Omega Seamaster Aqua Terra Steel Watch (220.10.41),M,OMEGA,steel,17.0,41.0,4000.0
Montblanc Star World Time Steel Watch (109286),M,MontBlanc,steel,18.0,42.0,1350.0
Cartier Ballon Bleu Steel Diamond Watch (Medium),F,Cartier,steel,16.0,33.0,10000.0
Cartier Santos Combi Watch (XL),M,Cartier,other,18.0,32.0,5200.0
Rolex Datejust Diamond Watch (279138),F,Rolex,yellow gold,14.0,28.0,43000.0
Cartier Santos Combi Watch (Small),F,Cartier,other,14.0,23.0,3000.0
Rolex Day Date Diamond Gold Watch (118135),M,Rolex,black,18.0,36.0,30000.0
Bulgari BB Steel Watch (BB23SS),F,Bvlgari,steel,15.0,23.0,950.0
Hermes H Hour Watch (HH1.201),F,Hermes,brown,13.0,21.0,2000.0
Omega Constellation Steel Watch,F,OMEGA,steel,15.0,26.0,1500.0
Rolex Submariner Steel Watch (114060),M,Rolex,steel,17.0,40.0,14000.0
Rolex GMT Master 2 Combi Watch (16713),M,Rolex,yellow combination,18.0,40.0,16000.0
Gucci Gold Plated Combi Watch (126.4),M,Gucci,other,18.0,38.0,600.0
Breitling Colt Chrono Steel Watch (A73387),M,BREITLING,steel,17.0,43.0,1800.0
Hermes Asso Moonphase Diamond Watch (AR7M.531),Both,Hermes,other,14.0,38.0,15000.0
Rolex Steel Watch (116200),M,Rolex,steel,17.0,36.0,8000.0
Breitling Avenger GMT Steel Watch (A32397),M,BREITLING,steel,18.0,43.0,3800.0
Cartier Pasha Steel Watch,F,Cartier,black,16.0,35.0,2700.0
Rolex Cellini Moonphase Gold Watch (50535),M,Rolex,black,18.0,40.0,29000.0
Longines Presence Steel Watch,F,LONGINES,steel,14.0,23.0,700.0
Rolex Datejust 10P Diamond Combi Watch (179173),F,Rolex,yellow combination,16.0,26.0,12000.0
Rolex Day-Date Gold Watch (228235),M,Rolex,other,18.0,40.0,68400.0
Gucci Diamond Gold Plated Watch (125.5),F,Gucci,other,13.0,23.0,280.0
Frederique Constant Art Deco Steel Watch,F,Frederique Constant,steel,15.0,27.5,600.0
Chanel Boyfriend Steel Watch,F,Chanel,black,16.0,30.5,3800.0
TAG Heuer Carrera Chrono Steel Watch (CBK2112),M,Tagheuer,other,18.0,41.0,2750.0
Tiffany Atlas Steel Watch,F,Tiffany,white,16.0,30.0,750.0
Omega Seamaster Steel Watch,F,OMEGA,steel,14.0,28.0,800.0
Chanel Matrazé Gold Watch,F,Chanel,black,15.0,19.0,2300.0
Hermes Clipper Gold Plated Combi Watch,F,Hermes,other,14.0,24.0,700.0
Oris Artelier Skeleton Diamond Steel Watch (7724),F,Oris,green,17.0,33.0,750.0
Tag Heuer Carrera Steel Watch (WAR201D-0),M,Tagheuer,steel,17.0,41.0,1400.0
Louis Vuitton Diamond Steel Watch (Q12MG),F,Louis Vuitton,white,16.0,28.0,1650.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,other,15.0,25.5,1800.0
Cartier Caliber Steel Watch,M,Cartier,black,19.0,42.0,3700.0
Hermes Clipper Steel Watch (CL4.210),F,Hermes,steel,15.0,24.0,700.0
Hermes Clipper Gold Plated Combi Watch (CL4.220),F,Hermes,other,15.0,24.0,600.0
Frederique Constant Heartbeat Steel Watch,M,Frederique Constant,steel,17.0,40.0,1100.0
Ferragamo Gancini Gold Plated Combination Watch (SFBG001),M,Ferragamo,black,18.0,40.0,380.0
